('this', 'place')	0.003643355935634045
('it', 'was')	0.0025301082886347538
('the', 'food')	0.0024289039570893635
('was', 'a')	0.0017204736362716325
('i', 'was')	0.001518064973180852
('food', 'was')	0.001518064973180852
('of', 'the')	0.001518064973180852
('and', 'the')	0.001416860641635462
('the', 'service')	0.0013156563100900718
('to', 'be')	0.0013156563100900718
('go', 'back')	0.0012144519785446818
('service', 'was')	0.0012144519785446818
"(""won't"", 'be')"	0.0012144519785446818
('and', 'i')	0.0011132476469992915
('i', 'had')	0.0011132476469992915
('was', 'not')	0.0011132476469992915
('i', 'would')	0.0011132476469992915
('did', 'not')	0.0010120433154539015
('but', 'i')	0.0010120433154539015
('of', 'a')	0.0010120433154539015
